frequency_GHz,baseline_real,baseline_imag,baseline_magnitude_dB,baseline_phase_deg,selected_real,selected_imag,selected_magnitude_dB,selected_phase_deg
5.86,0.9994239247167117,0.033938454647262875,-9.643274665532871e-16,1.9449036991459046,0.9909993324818265,0.1338668107507384,-9.643274665532871e-16,7.693098158523376
5.86125,0.9994217152240666,0.034003457744542755,1.928654933106574e-15,1.9486302531665667,0.9902590243462468,0.1392374400110081,-9.643274665532871e-16,8.003722601007038
5.862500000000001,0.9994194826448233,0.03406901392692023,-4.821637332766436e-15,1.9523885232821503,0.9894110488406825,0.1451405402772831,5.785964799319721e-15,8.345417647521503
5.8637500000000005,0.9994172266097792,0.03413513081295143,0.0,1.9561789464870203,0.9884328548918714,0.15165912887229982,0.0,8.723087757751049
5.865,0.9994149467419615,0.0342018161617535,0.0,1.9600019678404261,0.9872955945450926,0.15889433278708195,0.0,9.14272517833396
5.86625,0.999412642656431,0.03426907787626104,1.928654933106574e-15,1.9638580406533899,0.9859618782605375,0.16697058009408158,3.857309866213148e-15,9.611728648560693
5.867500000000001,0.9994103139600701,0.03433692400657371,-3.857309866213149e-15,1.9677476266808582,0.9843825362068148,0.1760426721310466,1.928654933106574e-15,10.139340885432622
5.86875,0.9994079602513715,0.03440536275339771,-9.643274665532871e-16,1.971671196319217,0.9824918486837125,0.1863055749838468,3.857309866213148e-15,10.737259783654732
5.87,0.9994055811202115,0.03447440247158385,1.928654933106574e-15,1.9756292288093815,0.9802003595231028,0.19800822000810922,-9.643274665532871e-16,11.420509271665559
5.871250000000001,0.9994031761476243,0.03454405167376664,-2.892982399659862e-15,1.979622212445663,0.9773837655986122,0.2114733428692065,-9.643274665532871e-16,12.208707882175187
5.8725000000000005,0.999400744905569,0.03461431903410645,3.857309866213148e-15,1.983650644790557,0.9738652328012329,0.22712663503209043,0.0,13.127963536813342
5.87375,0.9993982869566772,0.03468521339213837,-3.857309866213149e-15,1.987715032895681,0.9693862992435197,0.24554063378380425,-3.857309866213149e-15,14.213785746151128
5.875,0.9993958018540147,0.034756743756732426,0.0,1.9918158935290633,0.9635571361261845,0.26750260824953775,0.0,15.515711379852057
